,Producto,Precio,Unidades Vendidas,Ciudad,Genero Comprador,Satisfacción Cliente,Tiempo de Envío (días),Total Ventas
8567,Laptop,1894,285,Madrid,F,9,13,539790
8568,Mouse,1383,69,Portugal,F,3,7,95427
8569,Monitor,989,203,Portugal,M,5,5,200767
8570,Mouse,736,176,Valencia,M,5,3,129536
8571,Mouse,506,176,Valencia,F,2,6,89056
8572,Audifonos,156,245,Barcelona,M,1,13,38220
8573,Mouse,88,286,Madrid,F,3,14,25168
8574,Smartphone,60,27,Valencia,F,7,8,1620
8575,Laptop,632,258,Valencia,F,7,10,163056
8576,Teclado,526,231,Valencia,F,8,14,121506
8577,Monitor,1105,245,Barcelona,M,1,3,270725
8578,Smartphone,1196,286,Barcelona,F,2,4,342056
8579,Smartphone,1828,197,Barcelona,F,2,6,360116
8580,Smartphone,1093,107,Madrid,M,4,6,116951
8581,Laptop,127,250,Valencia,M,5,4,31750
8582,Teclado,1115,8,Portugal,M,3,10,8920
8583,Teclado,1466,239,Valencia,F,1,6,350374
8584,Teclado,460,70,Portugal,M,3,1,32200
8585,Audifonos,322,216,Portugal,M,1,2,69552
8586,Teclado,1972,234,Portugal,M,7,2,461448
8587,Mouse,647,239,Portugal,M,5,2,154633
8588,Teclado,1980,152,Madrid,F,1,3,300960
8589,Smartphone,1732,62,Barcelona,M,7,13,107384
8590,Laptop,415,261,Barcelona,F,2,7,108315
8591,Smartphone,806,194,Portugal,M,4,13,156364
8592,Laptop,1718,285,Barcelona,M,8,1,489630
8593,Audifonos,1486,40,Barcelona,F,8,1,59440
8594,Monitor,1039,161,Portugal,M,5,12,167279
8595,Audifonos,432,102,Madrid,F,4,1,44064
8596,Laptop,1555,144,Barcelona,M,2,9,223920
8597,Audifonos,737,73,Valencia,F,5,8,53801
8598,Smartphone,600,212,Barcelona,F,2,5,127200
8599,Teclado,703,96,Valencia,M,1,8,67488
8600,Teclado,390,8,Portugal,F,6,10,3120
8601,Monitor,1826,39,Valencia,F,3,14,71214
8602,Audifonos,138,282,Portugal,F,7,13,38916
8603,Laptop,1981,152,Portugal,M,6,5,301112
8604,Laptop,248,241,Madrid,M,5,10,59768
8605,Monitor,1127,61,Barcelona,M,9,3,68747
8606,Smartphone,697,270,Madrid,M,2,3,188190
8607,Monitor,1506,2,Madrid,F,4,13,3012
8608,Smartphone,1154,196,Madrid,M,8,2,226184
8609,Monitor,642,145,Madrid,M,2,6,93090
8610,Laptop,1638,41,Barcelona,F,6,2,67158
8611,Monitor,270,109,Portugal,M,3,4,29430
8612,Smartphone,1187,196,Barcelona,M,5,10,232652
8613,Laptop,354,233,Madrid,F,5,6,82482
8614,Mouse,1115,199,Valencia,F,1,10,221885
8615,Audifonos,1034,13,Portugal,M,6,7,13442
8616,Teclado,137,21,Madrid,F,3,2,2877
8617,Teclado,429,118,Valencia,M,1,13,50622
8618,Smartphone,413,133,Madrid,M,7,1,54929
8619,Laptop,1991,120,Barcelona,M,8,5,238920
8620,Monitor,890,277,Madrid,M,1,12,246530
8621,Mouse,1055,108,Valencia,F,3,8,113940
8622,Audifonos,418,186,Portugal,M,3,14,77748
8623,Smartphone,453,67,Barcelona,M,1,6,30351
8624,Monitor,314,72,Valencia,M,1,11,22608
8625,Monitor,1631,53,Madrid,M,8,8,86443
8626,Laptop,472,75,Valencia,M,2,5,35400
8627,Audifonos,1365,57,Barcelona,F,5,1,77805
8628,Smartphone,546,264,Madrid,F,2,7,144144
8629,Monitor,1535,257,Valencia,M,1,9,394495
8630,Laptop,89,292,Madrid,M,2,9,25988
8631,Audifonos,596,210,Valencia,M,2,12,125160
8632,Laptop,1219,12,Madrid,M,9,14,14628
8633,Laptop,1768,212,Portugal,M,1,14,374816
8634,Audifonos,386,12,Madrid,M,7,6,4632
8635,Mouse,708,135,Barcelona,M,8,9,95580
8636,Monitor,1586,3,Portugal,F,8,5,4758
8637,Teclado,1932,63,Portugal,M,7,4,121716
8638,Audifonos,1088,141,Portugal,F,9,6,153408
8639,Monitor,1658,174,Valencia,F,1,9,288492
8640,Smartphone,1805,159,Portugal,M,7,4,286995
8641,Audifonos,762,45,Portugal,M,2,2,34290
8642,Teclado,1940,120,Barcelona,F,6,7,232800
8643,Smartphone,236,20,Barcelona,F,3,2,4720
8644,Mouse,1504,291,Barcelona,M,7,13,437664
8645,Mouse,476,290,Barcelona,F,7,9,138040
8646,Laptop,1383,15,Portugal,F,4,8,20745
8647,Audifonos,163,232,Valencia,M,6,10,37816
8648,Mouse,687,203,Portugal,M,3,12,139461
8649,Smartphone,270,16,Valencia,M,9,11,4320
8650,Audifonos,544,171,Portugal,M,5,7,93024
8651,Smartphone,300,116,Valencia,F,8,3,34800
8652,Audifonos,705,65,Madrid,F,5,12,45825
8653,Laptop,758,16,Valencia,M,7,2,12128
8654,Laptop,414,171,Valencia,F,8,4,70794
8655,Laptop,768,270,Valencia,M,5,14,207360
8656,Monitor,252,120,Portugal,F,7,12,30240
8657,Laptop,1664,55,Madrid,F,4,14,91520
8658,Audifonos,1514,248,Barcelona,M,9,5,375472
8659,Smartphone,1858,225,Portugal,F,6,1,418050
8660,Smartphone,762,11,Valencia,F,7,12,8382
8661,Audifonos,392,294,Barcelona,M,5,2,115248
8662,Mouse,138,252,Portugal,M,7,6,34776
8663,Teclado,1529,164,Valencia,M,1,11,250756
8664,Monitor,1242,95,Valencia,M,1,2,117990
8665,Audifonos,298,180,Madrid,M,5,8,53640
8666,Audifonos,1479,150,Portugal,F,4,14,221850
8667,Laptop,1174,200,Valencia,M,8,1,234800
8668,Smartphone,698,187,Madrid,F,7,12,130526
8669,Teclado,905,33,Portugal,M,8,9,29865
8670,Teclado,312,37,Madrid,F,6,8,11544
8671,Audifonos,529,203,Madrid,M,9,1,107387
8672,Audifonos,1957,81,Valencia,F,6,10,158517
8673,Mouse,197,31,Madrid,F,9,5,6107
8674,Laptop,1881,14,Valencia,M,6,12,26334
8675,Teclado,793,292,Barcelona,F,1,6,231556
8676,Teclado,1166,19,Barcelona,F,1,1,22154
8677,Teclado,784,21,Barcelona,M,6,6,16464
8678,Teclado,914,72,Portugal,F,8,7,65808
8679,Monitor,229,190,Valencia,F,5,12,43510
8680,Mouse,923,253,Barcelona,M,5,5,233519
8681,Smartphone,1795,113,Barcelona,F,5,9,202835
8682,Monitor,1069,224,Portugal,M,9,10,239456
8683,Monitor,611,244,Valencia,M,5,14,149084
8684,Teclado,85,188,Portugal,M,3,13,15980
8685,Monitor,1904,177,Madrid,M,3,13,337008
8686,Mouse,235,74,Barcelona,F,2,11,17390
8687,Smartphone,1174,208,Portugal,M,7,12,244192
8688,Audifonos,1608,17,Barcelona,F,6,11,27336
8689,Monitor,1516,181,Barcelona,M,5,12,274396
8690,Teclado,895,48,Valencia,F,2,3,42960
8691,Smartphone,1270,133,Valencia,F,4,4,168910
8692,Mouse,1519,205,Valencia,M,1,6,311395
8693,Mouse,1743,255,Barcelona,F,8,4,444465
8694,Teclado,1767,37,Barcelona,F,8,7,65379
8695,Mouse,1297,148,Valencia,M,7,8,191956
8696,Mouse,1293,299,Barcelona,M,7,10,386607
8697,Laptop,1502,178,Barcelona,M,1,3,267356
8698,Monitor,1945,64,Valencia,M,7,9,124480
8699,Mouse,1040,39,Valencia,F,2,4,40560
8700,Laptop,1691,245,Barcelona,M,8,6,414295
8701,Audifonos,1415,220,Barcelona,M,5,2,311300
8702,Mouse,1408,130,Madrid,M,4,1,183040
8703,Teclado,1936,227,Madrid,F,8,9,439472
8704,Smartphone,930,207,Portugal,M,4,6,192510
8705,Monitor,1968,65,Valencia,M,2,13,127920
8706,Mouse,611,202,Madrid,F,9,7,123422
8707,Mouse,1811,194,Barcelona,M,5,2,351334
8708,Mouse,1867,214,Portugal,M,6,14,399538
8709,Monitor,1708,280,Valencia,F,5,1,478240
8710,Laptop,1615,13,Portugal,F,2,8,20995
8711,Monitor,1659,9,Portugal,M,4,13,14931
8712,Audifonos,1229,131,Valencia,F,3,4,160999
8713,Laptop,449,21,Valencia,F,5,8,9429
8714,Mouse,1055,132,Madrid,F,5,11,139260
8715,Laptop,101,131,Valencia,F,1,11,13231
8716,Audifonos,590,226,Valencia,F,9,14,133340
8717,Smartphone,750,232,Portugal,F,7,9,174000
8718,Smartphone,1532,158,Valencia,M,4,1,242056
8719,Smartphone,497,178,Valencia,F,9,2,88466
8720,Teclado,1304,148,Valencia,F,8,5,192992
8721,Monitor,1605,199,Barcelona,M,8,4,319395
8722,Audifonos,595,295,Madrid,F,1,1,175525
8723,Teclado,1593,265,Barcelona,M,9,8,422145
8724,Mouse,73,250,Madrid,F,8,5,18250
8725,Smartphone,1439,147,Madrid,M,6,14,211533
8726,Monitor,1072,219,Valencia,M,3,5,234768
8727,Audifonos,1338,64,Barcelona,F,1,6,85632
8728,Audifonos,151,254,Madrid,M,9,1,38354
8729,Audifonos,1777,62,Barcelona,M,9,1,110174
8730,Teclado,209,110,Barcelona,M,1,12,22990
8731,Audifonos,1483,255,Portugal,M,6,14,378165
8732,Audifonos,1867,280,Madrid,F,5,9,522760
8733,Smartphone,88,128,Valencia,F,2,1,11264
8734,Teclado,1072,298,Portugal,M,7,5,319456
8735,Monitor,954,226,Barcelona,M,7,2,215604
8736,Monitor,504,261,Valencia,F,7,12,131544
8737,Audifonos,633,3,Portugal,F,5,3,1899
8738,Laptop,1745,261,Barcelona,F,1,5,455445
8739,Monitor,1767,26,Valencia,F,5,7,45942
8740,Monitor,1672,129,Portugal,M,7,1,215688
8741,Teclado,252,274,Valencia,F,7,13,69048
8742,Smartphone,1820,91,Barcelona,F,5,3,165620
8743,Mouse,832,209,Portugal,F,6,2,173888
8744,Smartphone,515,160,Portugal,F,3,14,82400
8745,Laptop,343,221,Madrid,M,3,12,75803
8746,Teclado,1752,234,Portugal,F,7,10,409968
8747,Audifonos,264,149,Valencia,M,3,14,39336
8748,Monitor,1759,88,Madrid,F,2,2,154792
8749,Monitor,1115,115,Madrid,F,8,12,128225
8750,Teclado,892,70,Madrid,M,4,1,62440
8751,Mouse,1223,92,Portugal,F,6,10,112516
8752,Laptop,841,247,Valencia,M,8,5,207727
8753,Laptop,938,164,Valencia,M,1,14,153832
8754,Monitor,1233,50,Portugal,F,1,7,61650
8755,Laptop,1156,151,Valencia,F,3,2,174556
8756,Audifonos,58,103,Portugal,M,5,1,5974
8757,Laptop,1596,143,Madrid,F,7,4,228228
8758,Teclado,981,146,Madrid,M,4,2,143226
8759,Mouse,1563,253,Madrid,M,3,3,395439
8760,Audifonos,322,262,Valencia,M,2,9,84364
8761,Teclado,1439,188,Madrid,M,7,10,270532
8762,Laptop,794,137,Barcelona,F,4,12,108778
8763,Mouse,489,283,Madrid,F,9,8,138387
8764,Teclado,1398,231,Madrid,F,3,1,322938
8765,Teclado,416,128,Barcelona,M,4,10,53248
8766,Laptop,375,48,Madrid,M,9,8,18000
8767,Audifonos,1248,71,Barcelona,F,3,2,88608
8768,Smartphone,1562,257,Barcelona,F,1,4,401434
8769,Audifonos,1994,220,Barcelona,F,9,14,438680
8770,Smartphone,163,280,Barcelona,M,8,3,45640
8771,Mouse,463,2,Portugal,F,7,8,926
8772,Smartphone,1750,286,Portugal,M,2,5,500500
8773,Mouse,360,24,Valencia,M,7,5,8640
8774,Audifonos,638,61,Portugal,M,8,6,38918
8775,Audifonos,1880,118,Barcelona,F,8,6,221840
8776,Monitor,1874,131,Madrid,M,6,3,245494
8777,Laptop,1003,263,Madrid,F,7,3,263789
8778,Monitor,867,260,Valencia,M,3,13,225420
8779,Audifonos,1361,162,Madrid,M,4,6,220482
8780,Monitor,1505,241,Portugal,F,6,6,362705
8781,Teclado,1672,20,Barcelona,M,9,3,33440
8782,Mouse,1832,126,Barcelona,M,7,11,230832
8783,Mouse,1363,292,Madrid,F,5,4,397996
8784,Teclado,1530,58,Madrid,F,7,6,88740
8785,Monitor,1470,108,Valencia,F,6,8,158760
8786,Laptop,974,278,Valencia,F,5,1,270772
8787,Mouse,653,53,Portugal,F,4,10,34609
8788,Mouse,1033,212,Madrid,M,2,9,218996
8789,Audifonos,88,10,Madrid,F,8,8,880
8790,Mouse,108,286,Portugal,M,2,1,30888
8791,Mouse,504,106,Barcelona,F,8,3,53424
8792,Monitor,404,298,Portugal,F,2,13,120392
8793,Teclado,297,299,Madrid,F,2,3,88803
8794,Teclado,1877,206,Madrid,F,7,4,386662
8795,Monitor,83,38,Madrid,F,6,12,3154
8796,Smartphone,1982,209,Barcelona,M,8,13,414238
8797,Monitor,468,176,Portugal,F,4,3,82368
8798,Mouse,942,62,Barcelona,F,1,12,58404
8799,Teclado,311,271,Barcelona,F,6,1,84281
8800,Audifonos,1882,190,Madrid,M,4,6,357580
8801,Smartphone,1879,241,Barcelona,M,4,2,452839
8802,Laptop,1682,37,Portugal,M,8,1,62234
8803,Laptop,152,32,Portugal,M,8,1,4864
8804,Laptop,933,18,Valencia,F,2,13,16794
8805,Audifonos,327,192,Valencia,M,5,12,62784
8806,Smartphone,359,263,Portugal,F,4,11,94417
8807,Audifonos,587,155,Portugal,M,1,6,90985
8808,Monitor,1504,282,Valencia,M,3,10,424128
8809,Teclado,1914,20,Portugal,M,5,4,38280
8810,Smartphone,472,106,Valencia,M,1,8,50032
8811,Smartphone,538,105,Portugal,M,1,3,56490
8812,Audifonos,1356,154,Madrid,M,4,13,208824
8813,Smartphone,667,151,Valencia,F,5,8,100717
8814,Smartphone,166,265,Valencia,M,3,4,43990
8815,Monitor,1528,193,Madrid,M,3,6,294904
8816,Laptop,952,259,Valencia,M,4,5,246568
8817,Monitor,1440,134,Portugal,F,3,8,192960
8818,Laptop,872,94,Valencia,M,9,11,81968
8819,Mouse,1650,93,Valencia,M,8,2,153450
8820,Teclado,1993,248,Barcelona,M,2,1,494264
8821,Laptop,333,262,Barcelona,M,8,14,87246
8822,Smartphone,1801,269,Valencia,F,2,12,484469
8823,Teclado,710,140,Valencia,F,1,9,99400
8824,Monitor,1218,288,Madrid,M,8,14,350784
8825,Mouse,744,153,Portugal,F,6,13,113832
8826,Laptop,670,61,Valencia,F,1,5,40870
8827,Laptop,1308,228,Portugal,M,3,2,298224
8828,Smartphone,1041,170,Portugal,M,8,11,176970
8829,Monitor,805,255,Valencia,F,1,4,205275
8830,Monitor,635,196,Valencia,M,1,1,124460
8831,Monitor,408,121,Valencia,M,9,5,49368
8832,Smartphone,1542,102,Madrid,F,5,3,157284
8833,Teclado,1071,255,Barcelona,F,1,8,273105
8834,Teclado,1273,25,Valencia,F,6,4,31825
8835,Smartphone,1190,100,Barcelona,F,1,9,119000
8836,Laptop,1065,282,Barcelona,F,7,5,300330
8837,Laptop,491,269,Valencia,M,3,2,132079
8838,Teclado,1820,119,Valencia,M,1,3,216580
8839,Laptop,1422,90,Madrid,M,7,13,127980
8840,Mouse,1383,135,Valencia,M,4,2,186705
8841,Teclado,237,299,Portugal,F,4,14,70863
8842,Audifonos,1382,157,Barcelona,M,6,8,216974
8843,Mouse,533,86,Madrid,M,4,11,45838
8844,Laptop,959,105,Barcelona,F,4,7,100695
8845,Smartphone,441,36,Portugal,M,1,3,15876
8846,Laptop,1810,1,Valencia,F,8,8,1810
8847,Teclado,1050,232,Madrid,M,8,3,243600
8848,Mouse,1674,269,Portugal,F,1,10,450306
8849,Mouse,1924,52,Barcelona,F,6,12,100048
8850,Teclado,328,275,Valencia,F,7,14,90200
8851,Laptop,1449,236,Portugal,F,8,12,341964
8852,Laptop,812,288,Portugal,F,6,12,233856
8853,Smartphone,466,152,Valencia,F,7,9,70832
8854,Smartphone,896,60,Valencia,M,8,12,53760
8855,Audifonos,1584,242,Barcelona,F,8,5,383328
8856,Monitor,785,44,Valencia,M,9,10,34540
8857,Monitor,683,278,Portugal,F,2,13,189874
8858,Teclado,1631,270,Portugal,M,4,1,440370
8859,Mouse,1457,121,Valencia,F,8,1,176297
8860,Mouse,1297,17,Barcelona,M,3,13,22049
8861,Mouse,1869,178,Portugal,M,4,13,332682
8862,Mouse,1287,296,Portugal,M,8,9,380952
8863,Smartphone,390,176,Barcelona,M,4,9,68640
8864,Laptop,1677,282,Madrid,F,2,11,472914
8865,Smartphone,357,275,Madrid,F,8,5,98175
8866,Monitor,576,150,Madrid,M,5,1,86400
8867,Smartphone,1532,151,Valencia,F,7,2,231332
8868,Mouse,1266,207,Portugal,F,7,13,262062
8869,Smartphone,308,87,Barcelona,M,4,2,26796
8870,Audifonos,1891,233,Madrid,M,6,7,440603
8871,Laptop,793,208,Portugal,F,4,3,164944
8872,Teclado,112,68,Barcelona,M,2,7,7616
8873,Smartphone,222,192,Barcelona,M,6,11,42624
8874,Laptop,387,51,Barcelona,F,4,13,19737
8875,Laptop,526,71,Portugal,M,1,14,37346
8876,Monitor,85,4,Barcelona,M,1,10,340
8877,Monitor,1063,74,Portugal,M,4,4,78662
8878,Mouse,1282,103,Valencia,M,1,5,132046
8879,Monitor,964,252,Valencia,F,4,10,242928
8880,Monitor,1685,179,Portugal,M,7,10,301615
8881,Audifonos,1439,253,Portugal,M,5,14,364067
8882,Mouse,1962,286,Madrid,F,5,10,561132
8883,Audifonos,1840,26,Barcelona,F,3,3,47840
8884,Teclado,1654,107,Valencia,M,5,9,176978
8885,Mouse,1603,82,Barcelona,M,7,5,131446
8886,Teclado,531,177,Valencia,M,7,14,93987
8887,Audifonos,1975,101,Madrid,F,8,1,199475
8888,Audifonos,1370,145,Madrid,M,1,3,198650
8889,Monitor,1547,226,Madrid,F,6,4,349622
8890,Mouse,311,223,Portugal,M,3,2,69353
8891,Smartphone,1901,54,Valencia,F,3,11,102654
8892,Audifonos,811,160,Valencia,M,9,13,129760
8893,Mouse,923,117,Barcelona,F,1,8,107991
8894,Laptop,1215,27,Portugal,F,6,7,32805
8895,Teclado,296,241,Portugal,M,6,7,71336
8896,Monitor,1922,73,Portugal,M,6,8,140306
8897,Teclado,674,238,Valencia,M,4,11,160412
8898,Mouse,1744,57,Madrid,M,8,11,99408
8899,Smartphone,1311,65,Valencia,F,1,8,85215
8900,Audifonos,552,52,Barcelona,F,5,4,28704
8901,Monitor,935,47,Barcelona,M,9,9,43945
8902,Smartphone,882,154,Madrid,F,1,9,135828
8903,Teclado,885,16,Barcelona,F,6,14,14160
8904,Laptop,721,256,Valencia,F,3,2,184576
8905,Audifonos,57,96,Madrid,M,4,6,5472
8906,Mouse,804,110,Portugal,M,7,8,88440
8907,Audifonos,1684,68,Barcelona,M,4,1,114512
8908,Laptop,602,198,Barcelona,F,7,9,119196
8909,Monitor,1902,241,Portugal,M,4,9,458382
8910,Teclado,567,205,Valencia,M,6,9,116235
8911,Laptop,111,222,Madrid,F,1,11,24642
8912,Laptop,946,65,Madrid,F,5,2,61490
8913,Mouse,1125,163,Valencia,M,1,3,183375
8914,Teclado,385,262,Barcelona,F,5,2,100870
8915,Smartphone,1571,273,Valencia,M,4,12,428883
8916,Audifonos,394,185,Valencia,F,2,11,72890
8917,Teclado,1838,52,Portugal,M,8,4,95576
8918,Monitor,1792,191,Barcelona,F,2,7,342272
8919,Laptop,866,226,Valencia,M,3,1,195716
8920,Laptop,666,39,Madrid,F,1,13,25974
8921,Laptop,1510,118,Valencia,M,1,2,178180
8922,Monitor,130,141,Portugal,F,6,3,18330
8923,Audifonos,1871,269,Madrid,F,7,5,503299
8924,Teclado,1845,219,Portugal,F,4,8,404055
8925,Monitor,1704,281,Barcelona,F,8,11,478824
8926,Laptop,1138,90,Portugal,F,3,7,102420
8927,Teclado,1236,291,Madrid,F,8,13,359676
8928,Smartphone,495,194,Madrid,M,3,2,96030
8929,Mouse,1598,245,Barcelona,M,8,1,391510
8930,Smartphone,372,248,Portugal,F,2,5,92256
8931,Audifonos,875,50,Portugal,F,3,14,43750
8932,Teclado,870,30,Madrid,F,5,9,26100
8933,Laptop,304,100,Valencia,F,7,7,30400
8934,Audifonos,516,32,Barcelona,M,6,14,16512
8935,Smartphone,1652,43,Barcelona,M,8,2,71036
8936,Teclado,141,66,Valencia,F,6,9,9306
8937,Monitor,570,230,Portugal,F,8,6,131100
8938,Laptop,1899,239,Madrid,M,3,13,453861
8939,Audifonos,1198,43,Madrid,M,4,12,51514
8940,Teclado,1001,274,Madrid,M,1,8,274274
8941,Audifonos,550,155,Portugal,M,2,10,85250
8942,Mouse,1170,135,Madrid,F,6,8,157950
8943,Smartphone,801,292,Valencia,F,2,12,233892
8944,Monitor,102,287,Valencia,M,9,8,29274
8945,Audifonos,1958,185,Portugal,F,1,5,362230
8946,Audifonos,640,87,Barcelona,F,8,2,55680
8947,Laptop,926,255,Madrid,F,7,7,236130
8948,Audifonos,1841,190,Madrid,F,5,2,349790
8949,Audifonos,493,53,Barcelona,F,3,8,26129
8950,Smartphone,1177,230,Madrid,M,6,12,270710
8951,Teclado,715,159,Madrid,F,6,4,113685
8952,Audifonos,629,272,Barcelona,F,5,8,171088
8953,Smartphone,875,216,Barcelona,F,8,9,189000
8954,Mouse,696,244,Portugal,M,8,4,169824
8955,Audifonos,1927,204,Portugal,M,6,6,393108
8956,Teclado,884,140,Portugal,F,1,10,123760
8957,Mouse,1940,219,Barcelona,F,5,10,424860
8958,Audifonos,417,24,Barcelona,M,2,9,10008
8959,Laptop,191,105,Barcelona,F,5,8,20055
8960,Mouse,1201,158,Valencia,M,6,8,189758
8961,Teclado,1392,198,Portugal,M,8,3,275616
8962,Teclado,881,58,Portugal,F,2,8,51098
8963,Teclado,1629,247,Barcelona,F,3,6,402363
8964,Teclado,1960,59,Madrid,M,7,2,115640
8965,Smartphone,320,221,Valencia,M,7,4,70720
8966,Mouse,154,36,Barcelona,M,5,12,5544
8967,Audifonos,290,173,Barcelona,F,9,14,50170
8968,Monitor,1802,91,Madrid,F,6,13,163982
8969,Laptop,1931,172,Portugal,M,8,6,332132
8970,Smartphone,1116,113,Barcelona,F,6,9,126108
8971,Teclado,1248,5,Valencia,F,7,5,6240
8972,Monitor,1449,286,Barcelona,M,1,5,414414
8973,Monitor,796,139,Portugal,M,1,14,110644
8974,Mouse,1829,31,Portugal,M,6,10,56699
8975,Audifonos,418,77,Barcelona,M,6,2,32186
8976,Smartphone,1972,209,Barcelona,M,8,1,412148
8977,Audifonos,1604,161,Barcelona,F,3,7,258244
8978,Monitor,580,123,Madrid,F,8,2,71340
8979,Smartphone,1383,8,Madrid,M,1,9,11064
8980,Audifonos,455,113,Madrid,F,2,10,51415
8981,Mouse,1867,215,Madrid,F,4,4,401405
8982,Laptop,1808,33,Barcelona,M,4,12,59664
8983,Laptop,1801,151,Portugal,M,5,8,271951
8984,Mouse,1849,89,Valencia,M,8,2,164561
8985,Monitor,515,102,Barcelona,F,8,1,52530
8986,Teclado,988,27,Portugal,F,5,8,26676
8987,Smartphone,697,55,Portugal,M,5,4,38335
8988,Mouse,1276,194,Valencia,F,2,14,247544
8989,Smartphone,1364,127,Madrid,F,4,12,173228
8990,Mouse,100,27,Valencia,M,2,6,2700
8991,Audifonos,410,293,Madrid,F,5,10,120130
8992,Monitor,191,179,Valencia,M,8,10,34189
8993,Monitor,1724,125,Valencia,F,7,8,215500
8994,Smartphone,1965,298,Barcelona,M,3,12,585570
8995,Audifonos,530,94,Portugal,M,4,5,49820
8996,Smartphone,1701,46,Portugal,M,4,11,78246
8997,Teclado,1144,231,Portugal,M,2,5,264264
8998,Audifonos,1636,158,Portugal,F,3,12,258488
8999,Monitor,728,138,Barcelona,F,8,9,100464
9000,Audifonos,1550,41,Portugal,M,4,7,63550
9001,Teclado,1498,126,Madrid,F,6,7,188748
9002,Audifonos,476,69,Madrid,F,8,9,32844
9003,Smartphone,1830,58,Portugal,F,7,8,106140
9004,Audifonos,779,243,Barcelona,M,8,1,189297
9005,Audifonos,1409,251,Madrid,M,3,13,353659
9006,Teclado,528,41,Madrid,F,6,9,21648
9007,Smartphone,459,298,Portugal,F,5,9,136782
9008,Mouse,727,35,Barcelona,M,3,3,25445
9009,Mouse,432,160,Barcelona,F,6,6,69120
9010,Audifonos,351,215,Valencia,F,5,8,75465
9011,Teclado,719,58,Portugal,F,1,5,41702
9012,Teclado,930,184,Barcelona,M,1,6,171120
9013,Monitor,1333,118,Portugal,F,2,5,157294
9014,Monitor,297,216,Portugal,F,1,11,64152
9015,Audifonos,1153,121,Barcelona,M,1,7,139513
9016,Laptop,113,169,Madrid,F,3,8,19097
9017,Smartphone,592,170,Madrid,M,4,12,100640
9018,Audifonos,360,167,Madrid,M,9,12,60120
9019,Teclado,219,178,Valencia,F,6,10,38982
9020,Smartphone,1077,51,Valencia,M,1,12,54927
9021,Smartphone,1721,161,Madrid,F,1,10,277081
9022,Mouse,478,73,Valencia,F,8,4,34894
9023,Teclado,909,41,Barcelona,F,1,11,37269
9024,Mouse,1376,27,Madrid,M,6,5,37152
9025,Mouse,67,260,Valencia,F,7,14,17420
9026,Laptop,234,219,Valencia,M,9,7,51246
9027,Mouse,59,144,Barcelona,F,5,4,8496
9028,Audifonos,1182,35,Valencia,F,9,8,41370
9029,Teclado,170,84,Portugal,F,5,4,14280
9030,Monitor,1464,286,Valencia,F,2,14,418704
9031,Mouse,97,15,Valencia,M,1,7,1455
9032,Smartphone,879,28,Madrid,M,1,11,24612
9033,Smartphone,56,218,Barcelona,M,7,13,12208
9034,Audifonos,1728,287,Valencia,M,8,7,495936
9035,Mouse,1471,49,Portugal,F,2,12,72079
9036,Mouse,1082,272,Madrid,M,2,6,294304
9037,Audifonos,1577,31,Barcelona,F,1,3,48887
9038,Teclado,1956,264,Barcelona,F,6,13,516384
9039,Smartphone,680,281,Valencia,F,8,12,191080
9040,Teclado,1780,137,Portugal,M,5,11,243860
9041,Audifonos,1115,196,Valencia,M,8,3,218540
9042,Audifonos,1286,196,Valencia,M,7,10,252056
9043,Laptop,467,234,Portugal,M,3,7,109278
9044,Teclado,1079,150,Barcelona,F,1,2,161850
9045,Laptop,1172,114,Portugal,F,6,7,133608
9046,Smartphone,812,95,Portugal,M,8,2,77140
9047,Teclado,1036,81,Barcelona,M,3,1,83916
9048,Monitor,1718,144,Barcelona,F,8,7,247392
9049,Laptop,1468,139,Madrid,F,9,1,204052
9050,Smartphone,150,104,Madrid,M,8,3,15600
9051,Smartphone,1359,40,Barcelona,M,4,9,54360
9052,Mouse,92,7,Portugal,F,1,10,644
9053,Teclado,1381,25,Barcelona,M,4,12,34525
9054,Teclado,436,185,Madrid,F,8,8,80660
9055,Monitor,259,127,Barcelona,M,6,8,32893
9056,Mouse,1221,252,Barcelona,M,6,3,307692
9057,Teclado,1904,215,Barcelona,M,8,4,409360
9058,Audifonos,415,41,Barcelona,M,9,11,17015
9059,Teclado,244,50,Madrid,M,9,2,12200
9060,Teclado,349,149,Valencia,M,7,11,52001
9061,Laptop,1581,268,Madrid,M,8,10,423708
9062,Teclado,88,153,Madrid,M,9,9,13464
9063,Smartphone,498,250,Barcelona,M,2,6,124500
9064,Audifonos,1261,234,Barcelona,F,3,6,295074
9065,Laptop,1578,254,Madrid,F,5,11,400812
9066,Teclado,601,232,Barcelona,F,1,6,139432
9067,Laptop,1281,58,Portugal,M,4,3,74298
9068,Smartphone,373,221,Valencia,M,5,3,82433
9069,Monitor,503,225,Madrid,M,1,10,113175
9070,Monitor,60,31,Portugal,F,3,13,1860
9071,Mouse,1115,138,Madrid,M,1,3,153870
9072,Laptop,524,72,Portugal,F,7,8,37728
9073,Teclado,86,190,Portugal,M,3,13,16340
9074,Smartphone,471,142,Valencia,F,5,10,66882
9075,Smartphone,390,249,Valencia,M,6,6,97110
9076,Teclado,1536,31,Valencia,F,3,12,47616
9077,Laptop,1444,30,Portugal,F,2,1,43320
9078,Audifonos,282,183,Portugal,M,9,5,51606
9079,Audifonos,249,86,Barcelona,M,7,4,21414
9080,Smartphone,390,218,Valencia,M,7,9,85020
